,Member_number,Date,itemDescription,Transaction_id
9795,3629,05-07-2014,"['cream cheese ', 'red/blush wine']",T02252
3838,2031,05-07-2014,"['whole milk', 'other vegetables']",T02253
2498,1682,05-07-2014,"['citrus fruit', 'dessert']",T02254
14606,4894,05-07-2014,"['brown bread', 'whole milk']",T02255
5068,2359,05-07-2014,"['whole milk', 'instant coffee']",T02256
792,1218,05-07-2015,"['yogurt', 'whole milk', 'whole milk', 'butter', 'sausage']",T02257
1900,1515,05-07-2015,"['frankfurter', 'other vegetables']",T02258
2715,1742,05-07-2015,"['photo/film', 'napkins']",T02259
14506,4864,05-07-2015,"['margarine', 'sausage']",T02260
1494,1412,05-07-2015,"['root vegetables', 'margarine']",T02261
8382,3251,05-07-2015,"['napkins', 'chocolate', 'butter', 'margarine', 'frozen meals', 'beef']",T02262
7673,3060,05-07-2015,"['canned beer', 'whole milk']",T02263
12225,4275,05-07-2015,"['salty snack', 'dental care', 'frankfurter']",T02264
6515,2747,05-07-2015,"['butter', 'whole milk']",T02265
4109,2100,05-07-2015,"['specialty cheese', 'coffee', 'ice cream', 'frankfurter']",T02266
14119,4765,05-07-2015,"['butter milk', 'domestic eggs', 'zwieback']",T02267
13173,4524,05-07-2015,"['butter', 'grapes']",T02268
12296,4293,05-07-2015,"['flower (seeds)', 'rolls/buns', 'root vegetables']",T02269
5463,2467,05-07-2015,"['nuts/prunes', 'whole milk']",T02270
1063,1292,05-07-2015,"['oil', 'whole milk']",T02271
465,1128,05-07-2015,"['coffee', 'meat']",T02272
1345,1370,05-07-2015,"['chocolate', 'tropical fruit']",T02273
10807,3900,05-08-2014,"['curd', 'other vegetables', 'pudding powder', 'yogurt']",T02274
12607,4369,05-08-2014,"['red/blush wine', 'butter milk']",T02275
11104,3976,05-08-2014,"['tropical fruit', 'yogurt']",T02276
5283,2421,05-08-2014,"['shopping bags', 'bottled beer']",T02277
12450,4327,05-08-2014,"['coffee', 'soda', 'frozen vegetables']",T02278
1675,1461,05-08-2014,"['beef', 'other vegetables']",T02279
10579,3838,05-08-2014,"['whipped/sour cream', 'whole milk']",T02280
11516,4101,05-08-2014,"['margarine', 'hamburger meat']",T02281
3313,1892,05-08-2014,"['waffles', 'citrus fruit']",T02282
6615,2772,05-08-2014,"['pastry', 'frozen meals']",T02283
9305,3505,05-08-2014,"['soft cheese', 'white wine']",T02284
13731,4669,05-08-2014,"['domestic eggs', 'specialty chocolate']",T02285
11702,4146,05-08-2014,"['sausage', 'pastry']",T02286
10176,3733,05-08-2014,"['fruit/vegetable juice', 'newspapers']",T02287
12663,4385,05-08-2014,"['abrasive cleaner', 'meat', 'bottled water']",T02288
207,1055,05-08-2014,"['pork', 'white wine']",T02289
2917,1791,05-08-2014,"['pork', 'cream cheese ']",T02290
2212,1606,05-08-2014,"['butter', 'red/blush wine']",T02291
6791,2815,05-08-2014,"['yogurt', 'waffles']",T02292
3103,1838,05-08-2014,"['chocolate', 'canned beer']",T02293
11886,4191,05-08-2014,"['white bread', 'citrus fruit']",T02294
13390,4581,05-08-2014,"['coffee', 'sliced cheese']",T02295
1339,1367,05-08-2015,"['beef', 'other vegetables', 'yogurt']",T02296
5010,2346,05-08-2015,"['meat', 'bottled beer', 'newspapers', 'cat food', 'specialty cheese']",T02297
6921,2855,05-08-2015,"['whole milk', 'organic products', 'misc. beverages', 'canned beer', 'frozen dessert']",T02298
3277,1884,05-08-2015,"['UHT-milk', 'root vegetables', 'onions', 'frozen potato products']",T02299
9635,3587,05-08-2015,"['root vegetables', 'pastry']",T02300
8281,3222,05-08-2015,"['whole milk', 'shopping bags', 'citrus fruit', 'sliced cheese']",T02301
9109,3459,05-08-2015,"['sugar', 'canned beer']",T02302
347,1098,05-08-2015,"['specialty chocolate', 'yogurt', 'tropical fruit', 'citrus fruit', 'hard cheese', 'frankfurter', 'canned beer', 'whole milk']",T02303
4848,2300,05-08-2015,"['long life bakery product', 'frankfurter']",T02304
1358,1374,05-08-2015,"['rolls/buns', 'chewing gum']",T02305
4220,2133,05-08-2015,"['soda', 'whole milk', 'shopping bags']",T02306
9215,3484,05-08-2015,"['canned beer', 'rolls/buns']",T02307
408,1113,05-08-2015,"['baking powder', 'bottled beer', 'specialty bar']",T02308
13372,4576,05-08-2015,"['UHT-milk', 'frankfurter', 'whole milk', 'canned fish', 'misc. beverages', 'nuts/prunes', 'cream cheese ', 'root vegetables']",T02309
8693,3335,05-09-2014,"['fruit/vegetable juice', 'canned fish', 'long life bakery product', 'light bulbs']",T02310
6814,2824,05-09-2014,"['pip fruit', 'frozen fish', 'cling film/bags']",T02311
2887,1784,05-09-2014,"['ham', 'rolls/buns']",T02312
4208,2129,05-09-2014,"['tropical fruit', 'condensed milk']",T02313
11076,3969,05-09-2014,"['waffles', 'whole milk', 'dog food']",T02314
808,1223,05-09-2014,"['citrus fruit', 'butter', 'UHT-milk']",T02315
12274,4289,05-09-2014,"['pickled vegetables', 'onions']",T02316
11760,4160,05-09-2014,"['chocolate', 'soda']",T02317
2020,1553,05-09-2014,"['domestic eggs', 'baking powder']",T02318
13604,4641,05-09-2014,"['waffles', 'cereals']",T02319
1950,1530,05-09-2014,"['fruit/vegetable juice', 'pastry', 'sliced cheese']",T02320
13639,4649,05-09-2014,"['shopping bags', 'canned beer']",T02321
9933,3668,05-09-2014,"['pot plants', 'pip fruit']",T02322
8217,3205,05-09-2014,"['chewing gum', 'soda', 'red/blush wine']",T02323
7705,3068,05-09-2014,"['hamburger meat', 'dog food']",T02324
13454,4598,05-09-2014,"['citrus fruit', 'pot plants']",T02325
5763,2549,05-09-2014,"['ham', 'soda', 'tropical fruit']",T02326
9587,3577,05-09-2014,"['newspapers', 'meat']",T02327
10196,3737,05-09-2014,"['bottled beer', 'other vegetables']",T02328
1141,1314,05-09-2014,"['canned beer', 'ice cream']",T02329
9386,3524,05-09-2014,"['hygiene articles', 'dessert']",T02330
6037,2619,05-09-2014,"['pot plants', 'other vegetables', 'yogurt']",T02331
13657,4653,05-09-2014,"['rolls/buns', 'fruit/vegetable juice']",T02332
7047,2888,05-09-2015,"['sausage', 'other vegetables', 'soda']",T02333
2693,1737,05-09-2015,"['hamburger meat', 'condensed milk']",T02334
7269,2951,05-09-2015,"['citrus fruit', 'yogurt']",T02335
3188,1862,05-09-2015,"['coffee', 'seasonal products', 'butter', 'pork', 'napkins']",T02336
3229,1870,05-09-2015,"['sliced cheese', 'soda', 'onions', 'ice cream']",T02337
223,1061,05-09-2015,"['whole milk', 'margarine', 'root vegetables', 'Instant food products', 'tropical fruit']",T02338
4746,2272,05-09-2015,"['frozen vegetables', 'zwieback']",T02339
10177,3734,05-09-2015,"['rolls/buns', 'ice cream', 'butter milk']",T02340
12574,4361,05-09-2015,"['hamburger meat', 'chicken']",T02341
2538,1693,05-09-2015,"['sugar', 'spread cheese', 'specialty chocolate']",T02342
12587,4364,05-09-2015,"['sausage', 'pickled vegetables']",T02343
172,1049,05-09-2015,"['herbs', 'frankfurter']",T02344
14348,4825,05-09-2015,"['pip fruit', 'frozen vegetables']",T02345
14594,4891,05-09-2015,"['whole milk', 'curd']",T02346
12392,4314,05-10-2014,"['sausage', 'oil', 'whole milk']",T02347
10708,3871,05-10-2014,"['salty snack', 'waffles', 'rolls/buns']",T02348
11349,4054,05-10-2014,"['cream cheese ', 'whipped/sour cream', 'napkins']",T02349
9994,3683,05-10-2014,"['curd', 'shopping bags', 'newspapers', 'hard cheese']",T02350
11101,3976,05-10-2014,"['other vegetables', 'rolls/buns', 'specialty cheese']",T02351
9800,3632,05-10-2014,"['newspapers', 'tropical fruit']",T02352
4579,2231,05-10-2014,"['cake bar', 'citrus fruit']",T02353
7927,3125,05-10-2014,"['oil', 'tropical fruit']",T02354
2359,1645,05-10-2014,"['waffles', 'whole milk', 'waffles']",T02355
12400,4316,05-10-2014,"['beef', 'soft cheese']",T02356
2215,1607,05-10-2014,"['other vegetables', 'onions']",T02357
11194,4007,05-10-2014,"['salt', 'yogurt', 'canned beer', 'ice cream']",T02358
1250,1343,05-10-2014,"['red/blush wine', 'dog food']",T02359
12643,4378,05-10-2014,"['vinegar', 'flour']",T02360
13685,4659,05-10-2014,"['soda', 'frozen dessert']",T02361
11547,4107,05-10-2014,"['pastry', 'frankfurter']",T02362
11832,4178,05-10-2014,"['soda', 'domestic eggs']",T02363
9325,3509,05-10-2014,"['bottled water', 'waffles']",T02364
13640,4649,05-10-2014,"['root vegetables', 'rolls/buns']",T02365
5149,2383,05-10-2015,"['pastry', 'long life bakery product', 'soda']",T02366
66,1016,05-10-2015,"['UHT-milk', 'bottled beer']",T02367
10752,3883,05-10-2015,"['citrus fruit', 'whole milk']",T02368
11033,3959,05-10-2015,"['domestic eggs', 'tropical fruit']",T02369
9640,3589,05-10-2015,"['sausage', 'curd', 'tropical fruit']",T02370
12630,4375,05-10-2015,"['sugar', 'sausage', 'domestic eggs']",T02371
35,1009,05-10-2015,"['herbs', 'yogurt', 'newspapers']",T02372
7604,3042,05-10-2015,"['other vegetables', 'salty snack', 'other vegetables', 'whole milk', 'whole milk', 'UHT-milk', 'frozen meals']",T02373
10306,3764,05-10-2015,"['pork', 'sausage']",T02374
12756,4410,05-10-2015,"['dessert', 'hygiene articles']",T02375
2163,1595,05-10-2015,"['rolls/buns', 'white bread', 'sausage', 'whole milk', 'other vegetables', 'whipped/sour cream', 'whole milk', 'hamburger meat', 'liver loaf']",T02376
6146,2650,05-10-2015,"['other vegetables', 'beef', 'shopping bags', 'white wine', 'soda', 'semi-finished bread']",T02377
3693,1994,05-10-2015,"['canned beer', 'fruit/vegetable juice', 'yogurt', 'bottled beer']",T02378
9741,3613,05-10-2015,"['beef', 'other vegetables']",T02379
11075,3968,05-11-2014,"['bottled beer', 'frozen vegetables']",T02380
4948,2330,05-11-2014,"['processed cheese', 'sausage']",T02381
4913,2319,05-11-2014,"['beef', 'baking powder']",T02382
2561,1700,05-11-2014,"['shopping bags', 'pip fruit']",T02383
10233,3747,05-11-2014,"['sausage', 'salt']",T02384
1961,1534,05-11-2014,"['pork', 'pastry', 'bottled water']",T02385
2060,1566,05-11-2014,"['berries', 'frozen meals']",T02386
200,1053,05-11-2014,"['frozen vegetables', 'chicken']",T02387
9502,3554,05-11-2014,"['artif. sweetener', 'salty snack']",T02388
8893,3396,05-11-2014,"['flour', 'bottled beer', 'pork']",T02389
10974,3942,05-11-2014,"['frozen vegetables', 'dish cleaner', 'waffles', 'whole milk']",T02390
238,1065,05-11-2014,"['rolls/buns', 'tropical fruit']",T02391
1805,1492,05-11-2014,"['whipped/sour cream', 'butter']",T02392
7398,2986,05-11-2014,"['newspapers', 'UHT-milk', 'bottled water']",T02393
14865,4968,05-11-2014,"['margarine', 'canned vegetables']",T02394
11531,4104,05-11-2014,"['domestic eggs', 'curd cheese']",T02395
8386,3251,05-11-2014,"['rolls/buns', 'beef']",T02396
8598,3308,05-11-2014,"['light bulbs', 'tea']",T02397
9793,3629,05-11-2014,"['citrus fruit', 'chocolate']",T02398
6861,2837,05-11-2014,"['brandy', 'soap', 'chewing gum']",T02399
14884,4974,05-11-2014,"['root vegetables', 'shopping bags']",T02400
8219,3206,05-11-2014,"['soda', 'instant coffee']",T02401
13708,4665,05-11-2014,"['cake bar', 'shopping bags']",T02402
3179,1859,05-11-2014,"['softener', 'tropical fruit', 'butter milk']",T02403
13455,4598,05-11-2014,"['root vegetables', 'yogurt', 'pickled vegetables']",T02404
14860,4967,05-11-2014,"['soda', 'chewing gum']",T02405
1714,1472,05-11-2014,"['yogurt', 'hygiene articles']",T02406
9671,3594,05-11-2014,"['specialty chocolate', 'misc. beverages']",T02407
9751,3616,05-11-2014,"['cling film/bags', 'misc. beverages', 'curd']",T02408
3530,1945,05-11-2014,"['yogurt', 'whipped/sour cream']",T02409
11771,4163,05-11-2014,"['sugar', 'newspapers', 'root vegetables']",T02410
6769,2810,05-11-2014,"['sausage', 'frozen meals']",T02411
854,1235,05-11-2014,"['dog food', 'processed cheese']",T02412
1730,1476,05-11-2014,"['liquor', 'UHT-milk']",T02413
254,1070,05-11-2014,"['newspapers', 'cream cheese ']",T02414
9579,3574,05-11-2015,"['yogurt', 'canned beer']",T02415
14503,4864,05-11-2015,"['whole milk', 'baking powder']",T02416
7676,3061,05-11-2015,"['domestic eggs', 'soda']",T02417
3272,1883,05-11-2015,"['meat', 'whole milk']",T02418
8938,3408,05-11-2015,"['rolls/buns', 'root vegetables', 'bottled beer', 'bottled water']",T02419
12048,4230,05-11-2015,"['grapes', 'pastry']",T02420
5270,2416,05-11-2015,"['long life bakery product', 'ice cream']",T02421
8402,3255,05-11-2015,"['newspapers', 'frozen dessert', 'tropical fruit']",T02422
13745,4672,05-11-2015,"['UHT-milk', 'frankfurter', 'fruit/vegetable juice']",T02423
12335,4302,05-11-2015,"['other vegetables', 'frankfurter', 'ice cream', 'rolls/buns', 'coffee']",T02424
9302,3504,05-11-2015,"['other vegetables', 'frankfurter']",T02425
13845,4694,05-12-2014,"['rolls/buns', 'yogurt', 'onions', 'bottled beer']",T02426
6183,2661,05-12-2014,"['soda', 'other vegetables']",T02427
10872,3915,05-12-2014,"['domestic eggs', 'soda', 'pip fruit']",T02428
956,1265,05-12-2014,"['UHT-milk', 'root vegetables', 'waffles', 'canned fish']",T02429
6187,2662,05-12-2014,"['tropical fruit', 'artif. sweetener']",T02430
12983,4471,05-12-2014,"['cream cheese ', 'whole milk']",T02431
11557,4109,05-12-2014,"['rolls/buns', 'frozen vegetables']",T02432
14393,4835,05-12-2014,"['margarine', 'shopping bags']",T02433
8845,3381,05-12-2014,"['grapes', 'coffee']",T02434
7045,2887,05-12-2014,"['waffles', 'specialty bar']",T02435
13251,4542,05-12-2014,"['other vegetables', 'soap']",T02436
12100,4244,05-12-2014,"['processed cheese', 'oil']",T02437
4794,2288,05-12-2014,"['whole milk', 'sliced cheese']",T02438
193,1052,05-12-2014,"['hamburger meat', 'soda']",T02439
2713,1741,05-12-2014,"['specialty chocolate', 'candles']",T02440
319,1089,05-12-2014,"['sauces', 'yogurt']",T02441
10985,3947,05-12-2014,"['cocoa drinks', 'red/blush wine']",T02442
8734,3348,05-12-2015,"['sausage', 'whole milk', 'margarine']",T02443
12290,4292,05-12-2015,"['frozen vegetables', 'red/blush wine']",T02444
5180,2391,05-12-2015,"['other vegetables', 'frozen meals', 'bottled beer']",T02445
5795,2555,05-12-2015,"['tropical fruit', 'frozen fish']",T02446
13220,4535,05-12-2015,"['rolls/buns', 'pastry']",T02447
5156,2386,05-12-2015,"['sugar', 'canned beer']",T02448
2908,1788,05-12-2015,"['UHT-milk', 'citrus fruit', 'frozen vegetables']",T02449
9995,3683,05-12-2015,"['canned beer', 'other vegetables']",T02450
2588,1710,05-12-2015,"['rolls/buns', 'chicken']",T02451
1928,1524,05-12-2015,"['root vegetables', 'dessert']",T02452
12475,4335,05-12-2015,"['frozen vegetables', 'tidbits', 'whole milk']",T02453
9845,3645,05-12-2015,"['rolls/buns', 'citrus fruit']",T02454
2114,1580,05-12-2015,"['whole milk', 'other vegetables']",T02455
7677,3061,05-12-2015,"['margarine', 'pip fruit']",T02456
5670,2524,05-12-2015,"['other vegetables', 'rolls/buns']",T02457
2624,1720,05-12-2015,"['onions', 'root vegetables', 'butter', 'whole milk']",T02458
10997,3950,05-12-2015,"['chocolate', 'herbs', 'chocolate']",T02459
12367,4308,05-12-2015,"['pastry', 'other vegetables', 'spread cheese']",T02460
8976,3419,05-12-2015,"['dessert', 'red/blush wine', 'rolls/buns', 'curd']",T02461
2338,1636,05-12-2015,"['other vegetables', 'berries']",T02462
5042,2354,06-01-2014,"['white bread', 'beverages', 'rolls/buns', 'soups']",T02463
9674,3595,06-01-2014,"['canned beer', 'waffles', 'domestic eggs', 'bottled water']",T02464
3066,1828,06-01-2014,"['herbs', 'rolls/buns', 'spread cheese']",T02465
5942,2594,06-01-2014,"['hard cheese', 'soft cheese']",T02466
8262,3218,06-01-2014,"['pastry', 'waffles', 'dishes']",T02467
1789,1489,06-01-2014,"['newspapers', 'vinegar', 'brown bread']",T02468
10216,3743,06-01-2014,"['coffee', 'domestic eggs', 'photo/film', 'soda']",T02469
6103,2638,06-01-2014,"['misc. beverages', 'root vegetables']",T02470
1484,1410,06-01-2014,"['sausage', 'dishes', 'rum']",T02471
7875,3113,06-01-2014,"['cling film/bags', 'hygiene articles']",T02472
13371,4575,06-01-2014,"['mustard', 'sausage']",T02473
13641,4649,06-01-2014,"['soda', 'other vegetables']",T02474
9743,3614,06-01-2014,"['other vegetables', 'frozen meals']",T02475
7469,3006,06-01-2014,"['brown bread', 'waffles']",T02476
14889,4975,06-01-2014,"['berries', 'canned beer', 'bottled water']",T02477
3757,2010,06-01-2014,"['yogurt', 'other vegetables']",T02478
5946,2595,06-01-2014,"['domestic eggs', 'curd', 'cream cheese ']",T02479
10629,3849,06-01-2014,"['whole milk', 'whole milk']",T02480
4782,2284,06-01-2014,"['fruit/vegetable juice', 'tropical fruit']",T02481
1601,1440,06-01-2014,"['fruit/vegetable juice', 'tropical fruit']",T02482
10326,3768,06-01-2014,"['dessert', 'yogurt']",T02483
213,1057,06-01-2014,"['soda', 'domestic eggs', 'sliced cheese', 'soda']",T02484
14657,4913,06-01-2014,"['whipped/sour cream', 'onions']",T02485
10567,3835,06-01-2015,"['tropical fruit', 'tropical fruit', 'salty snack', 'soda']",T02486
12735,4405,06-01-2015,"['soda', 'whole milk', 'hygiene articles', 'other vegetables', 'bottled water']",T02487
3916,2049,06-01-2015,"['grapes', 'pork']",T02488
8830,3375,06-01-2015,"['citrus fruit', 'pork']",T02489
9634,3587,06-01-2015,"['sugar', 'liquor']",T02490
1837,1500,06-01-2015,"['soda', 'canned fish', 'frankfurter', 'rolls/buns']",T02491
4555,2226,06-01-2015,"['yogurt', 'hamburger meat']",T02492
10856,3912,06-01-2015,"['rolls/buns', 'pastry', 'berries']",T02493
8916,3402,06-01-2015,"['curd', 'other vegetables', 'shopping bags']",T02494
13050,4494,06-01-2015,"['ice cream', 'rolls/buns']",T02495
5034,2351,06-01-2015,"['pip fruit', 'rolls/buns']",T02496
6447,2729,06-01-2015,"['citrus fruit', 'red/blush wine']",T02497
91,1023,06-01-2015,"['packaged fruit/vegetables', 'root vegetables', 'rolls/buns', 'whipped/sour cream']",T02498
11591,4117,06-01-2015,"['brown bread', 'bottled beer']",T02499
7404,2989,06-01-2015,"['beef', 'pip fruit']",T02500
8805,3365,06-01-2015,"['soda', 'pastry']",T02501
6834,2831,06-01-2015,"['frankfurter', 'frozen dessert']",T02502
12896,4448,06-01-2015,"['tropical fruit', 'frankfurter']",T02503
5822,2563,06-01-2015,"['bottled beer', 'other vegetables', 'frozen meals']",T02504
10009,3686,06-01-2015,"['whole milk', 'whole milk']",T02505
9363,3518,06-02-2014,"['finished products', 'other vegetables']",T02506
583,1159,06-02-2014,"['frozen vegetables', 'domestic eggs']",T02507
1927,1524,06-02-2014,"['whipped/sour cream', 'brown bread']",T02508
1545,1425,06-02-2014,"['root vegetables', 'citrus fruit']",T02509
8370,3248,06-02-2014,"['whole milk', 'pork']",T02510
1451,1399,06-02-2014,"['other vegetables', 'other vegetables']",T02511
1585,1435,06-02-2014,"['soda', 'specialty chocolate', 'baking powder']",T02512
5539,2489,06-02-2014,"['bottled beer', 'rolls/buns']",T02513
13876,4700,06-02-2014,"['bottled beer', 'whole milk']",T02514
4922,2321,06-02-2014,"['chocolate', 'pip fruit']",T02515
7840,3104,06-02-2014,"['frozen vegetables', 'soda', 'bottled beer', 'rolls/buns']",T02516
14832,4958,06-02-2014,"['chewing gum', 'coffee', 'margarine']",T02517
463,1127,06-02-2014,"['soda', 'roll products ']",T02518
586,1160,06-02-2014,"['root vegetables', 'whole milk']",T02519
10004,3684,06-02-2014,"['other vegetables', 'whole milk']",T02520
10729,3877,06-02-2014,"['soda', 'liquor (appetizer)']",T02521
4660,2251,06-02-2014,"['citrus fruit', 'other vegetables']",T02522
8334,3238,06-02-2014,"['specialty bar', 'canned beer', 'newspapers', 'white bread']",T02523
96,1025,06-02-2014,"['coffee', 'shopping bags']",T02524
9962,3675,06-02-2014,"['liquor', 'pastry']",T02525
6558,2758,06-02-2015,"['other vegetables', 'curd']",T02526
296,1083,06-02-2015,"['sliced cheese', 'pork']",T02527
10818,3903,06-02-2015,"['dessert', 'hygiene articles', 'hygiene articles', 'fruit/vegetable juice', 'other vegetables', 'margarine']",T02528
